password,combined_strength,password_probability,zxcvbn_strength
3azulin,1.999999999987838,6.081016332842859e-12,2
majundlacuo,3.999999999999998,5.591149605982165e-16,4
432411,0.9999998100595633,1.89940436712277e-07,1
kafu,0.9999999735068954,2.649310459901244e-08,1
6158430,1.999999995229329,2.3853354846892216e-09,2
49112,0.9999994456364334,5.543635666072078e-07,1
saimatamax,2.999999999995704,1.4320391660688214e-12,3
98888292,1.9999999987984327,6.007835895438518e-10,2
vesertadoteau,4.0,1.4544082773502898e-19,4
gauligesten,3.999999999999744,6.398936827460566e-14,4
PINV261193,2.999999999999999,1.7833724162556638e-16,3
zlbnrirlt1984,4.0,1.360998228131143e-20,4
xonistax,1.9999999999875928,6.203614445060568e-12,2
koyallyri,2.999999999998672,4.426166735644471e-13,3
erinchude,1.9999999999582243,2.088789384513401e-11,2
wuqie1987,1.999999999257585,3.712075646866708e-10,2
7472106,0.9999999974361511,2.5638489109525153e-09,1
mis13989206,3.9999999999999796,5.1579325934057035e-15,4
haroch,0.9999999753442523,2.4655747665747185e-08,1
zzl701180804,3.999999999999996,9.68771804686359e-16,4
c84a94,0.9999999999688693,3.113070565219367e-11,1
degra2,0.9999999992168165,7.831834625271483e-10,1
57565,0.9999999321380884,6.786191164565025e-08,1
comahia766,2.99999999999989,3.660612123753543e-14,3
grands5445,2.9999999999945,1.833347059235213e-12,3
ccsmileaib,2.999999999999998,7.544507638117476e-16,3
bk091348,1.9999999999959288,2.0355893620011e-12,2
paca805,1.9999999996046711,1.9766442649338245e-10,2
99hath94,1.99999999999731,1.3450484215998815e-12,2
tredics3975,3.999999999999995,1.207723398996823e-15,4
dollsagmandica,4.0,2.438213620865188e-17,4
mcudda1,1.9999999999652815,1.7359173126729743e-11,2
via123,0.9999998993256938,1.0067430622484608e-07,1
luokaodun,2.9999999997753948,7.486834069370119e-11,3
zth378,0.9999999999119433,8.805668694211732e-11,1
q4wefeibb,2.9999999999999996,7.911737713608394e-17,3
ht11021441,1.9999999999999378,3.1109372077096215e-14,2
660382,0.9999999447802672,5.521973278632686e-08,1
bellij8002,2.9999999999991815,2.7282603259903837e-13,3
thesseur,1.9999999991001038,4.499480787956145e-10,2
chere5256,1.9999999999899232,5.038448824823405e-12,2
bawilly1289,2.9999999999998765,4.10969747273969e-14,3
pukhirki21,2.9999999999999902,3.3301987588315067e-15,3
LIS,0.0,3.6002610670493596e-08,0
a824423,1.9999999995494262,2.2528691412393442e-10,2
72706025,1.9999999996188815,1.905592766915376e-10,2
28908089,1.9999999991967101,4.016449117738574e-10,2
zc5808219,2.9999999999959543,1.348486860369702e-12,3
1578862577,2.9999999999908287,3.057062198871807e-12,3
zav45h7t3752,4.0,1.3118196447038357e-22,4
lvc123456,0.9999998990018781,1.0099812186581403e-07,1
1188279,0.9999999984935853,1.5064146596799333e-09,1
kloreandou,2.999999999992573,2.475573131904829e-12,3
58736459,1.999999999584754,2.0762298824639203e-10,2
prudea1,0.9999999997987874,2.0121254662441856e-10,1
janeguto,1.999999999905401,4.72994629574508e-11,2
vanparsasonna,4.0,4.458224245486021e-17,4
apha,0.9999999741625256,2.583747438222872e-08,1
132894129,2.999999999959098,1.3633971555904179e-11,3
546118278,2.9999999999535176,1.549414069268451e-11,3
cissinet,1.9999999974769405,1.261529769536196e-09,2
mywpb868,1.9999999999998275,8.630962155913025e-14,2
9358656,1.999999994860429,2.569785495509791e-09,2
tjbd94,0.9999999999616366,3.836339579343928e-11,1
upalicastid,2.999999999999978,7.443535805090606e-15,3
qq52838910,2.9999999999941886,1.9370735484386392e-12,3
buckserman9,2.9999999999984848,5.051136375486265e-13,3
lukhaomei2008,3.9999999999996456,8.862996328604794e-14,4
littembell,2.999999999599204,1.3359872930163164e-10,3
bucko01,1.999999995075946,2.4620270266950683e-09,2
dimolazizu,2.9999999999998677,4.419291403092926e-14,3
liu1359031,2.999999999980055,6.648391906449724e-12,3
361169,0.9999999265131407,7.348685926444887e-08,1
appolawal15,2.9999999999999227,2.5753982551158378e-14,3
oppprvr3,1.999999999999965,1.7499336466106526e-14,2
hesaby1,1.9999999992233177,3.88341192536501e-10,2
maxioa56,1.9999999999281486,3.5925734609421056e-11,2
zhengzhonggong,3.9999999992637867,1.8405335588944638e-10,4
19840111,0.9999990322285157,9.677714842837304e-07,1
20010416wan,1.9999999999953961,2.301944876034745e-12,2
3889568846,2.999999999997596,8.011955899070444e-13,3
dottsekt46,2.9999999999999942,1.8689100119643597e-15,3
jiajingjie,2.9999996395766715,1.2014110950531176e-07,3
5681656686,2.9999999999890647,3.645092908066694e-12,3
ectrudkerry,2.9999999999999565,1.4397647502928206e-14,3
7eL86zG,1.9999999999999971,1.4715241871226495e-15,2
grezsika12,2.9999999999789124,7.029119473977996e-12,3
dje3er1er,2.9999999999999987,4.2628643018334934e-16,3
woaimonna07,3.9999999999985985,3.5038606131104766e-13,4
08813750959,2.9999999999996207,1.263052569434528e-13,3
mysamesanya,2.9999999999991283,2.9050335271021965e-13,3
bahaiff,1.9999999999144755,4.2762196561518806e-11,2
198707zh,1.9999999870445988,6.477700598139791e-09,2
9880,0.9999996894487708,3.105512291767809e-07,1
habbyfoyst,2.9999999999749236,8.35878415095248e-12,3
dowson5611,2.9999999999957785,1.4071781934132943e-12,3
9353980,1.9999999967673974,1.6163013150105598e-09,2
jiangyinwq,2.9999999999264433,2.4518975391685238e-11,3
12190214,0.9999999931016559,6.898344118155819e-09,1
bobyte78,1.9999999996091942,1.954028744366454e-10,2
tamswur,1.9999999999602431,1.9878453050292677e-11,2
1cdock,0.9999999983365248,1.663475246438395e-09,1
rzdzizhq,1.9999999999998666,6.669582827646334e-14,2
moueika,1.9999999997876425,1.061787602285591e-10,2
898966,0.9999999632174799,3.6782520140832276e-08,1
nays,0.9999999646435356,3.535646442287543e-08,1
804113,0.9999999175155239,8.248447613823373e-08,1
subert64,1.9999999986291808,6.854096179509384e-10,2
syrkanush,2.9999999999995564,1.4786847961356653e-13,3
liujin889381,3.999999999994426,1.3935271122797466e-12,4
110669,0.999999450038672,5.499613280335325e-07,1
intefani1,2.999999999909198,3.026735112543477e-11,3
t43iskim,1.9999999999997755,1.1224785071697538e-13,2
691234565,1.999999996196875,1.9015624630469574e-09,2
anger1,0.9999991154337522,8.845662478051963e-07,1
710916,0.9999998088186004,1.9118139960028202e-07,1
12011314,0.9999998140127246,1.8598727535845683e-07,1
xwsdsl198807027,4.0,2.3723111902053838e-18,4
515865,0.9999999440020098,5.5997990244804896e-08,1
3j19qsm2,1.999999999999987,6.585507523147998e-15,2
astontitett,3.999999999999961,9.76369965508938e-15,4
32681,0.9999999185003432,8.149965680104287e-08,1
woaizhuanwxu,3.9999999999975504,6.124248786050501e-13,4
tlterwmok,2.9999999999999987,4.4270176988246007e-16,3
7371158,1.9999999925364893,3.731755349178911e-09,2
02634560846,2.9999999999989555,3.4820353523278003e-13,3
chileekao,1.9999999999985634,7.182601952440693e-13,2
imarjobally,3.9999999999996323,9.19631666825016e-14,4
7859866,1.99999998399967,8.000164974930613e-09,2
cxh613597,2.999999999999636,1.2138407683506824e-13,3
Sho123456,0.9999999931514245,6.8485754844971325e-09,1
bonny17,0.9999999551544718,4.484552817984877e-08,1
virevil188,2.999999999996918,1.0272531523330963e-12,3
msymay24114,2.999999999999998,8.100431772663827e-16,3
penumpal,1.9999999998398064,8.009676255582576e-11,2
interez,0.9999999957806969,4.219303129104901e-09,1
asdf5554622,2.9999999999883076,3.897464382479621e-12,3
itasbuk,1.999999999934742,3.262902448231131e-11,2
330168,0.9999998658196176,1.3418038236068242e-07,1
dm1n2q9q,1.9999999999998233,8.84224198851799e-14,2
AH14WANARYYIDHU,4.0,5.149758561290212e-26,4
kerworl,1.9999999967849933,1.6075033526519178e-09,2
kbrkfnmz8n,3.0,7.842460613524042e-19,3
11kyrf1m,1.9999999999999905,4.750328480725673e-15,2
charolla,1.9999999844298326,7.78508368881603e-09,2
3sconrifet,2.999999999999987,4.353975506684021e-15,3
omerposs,1.9999999994908846,2.5455773600135956e-10,2
CIYVMEX140,3.0,3.643895620828291e-18,3
chiribitu,2.9999999999501554,1.6614773792889004e-11,3
uzvx1tDm,1.9999999999999996,2.692066318045423e-16,2
19460228,0.9999999818838283,1.8116171673909776e-08,1
890802958,1.9999999999563127,2.1843620662265195e-11,2
dhfjmywm,1.9999999999999454,2.730524546702348e-14,2
266827472778,3.999999999999994,1.5610580048671524e-15,4
dragless,1.9999999036632445,4.81683777309172e-08,2
changeravei,1.9999999999909135,4.543301065224048e-12,2
08396984,1.9999999997803848,1.098076490846367e-10,2
balmane,1.9999999804517365,9.77413172620345e-09,2
d45imt5u82,3.0,5.26175129755085e-18,3
nmiloo36,1.9999999999992863,3.568805949545617e-13,2
07mimkhawi,2.999999999999999,1.778695735595636e-16,3
bfb6151029,2.9999999999999556,1.4774883790383275e-14,3
JRB2008.,1.9999999999993032,3.483500109462828e-13,2
96gjc8k2,1.9999999999999745,1.276546414148011e-14,2
555355285,2.9999999997696856,7.677146418583192e-11,3
f6tenes13141,3.999999999999999,1.7554925914945845e-16,4
a856575,1.9999999995819664,2.0901680386486987e-10,2
koaid,0.9999999983793513,1.620648726330387e-09,1
mydofolatina,2.999999999999998,7.598861212947193e-16,3
poit2007,1.9999999852074009,7.396299572803855e-09,2
a59255933,2.999999999983454,5.515389360499778e-12,3
13564432853,2.9999999999664553,1.1181447261143784e-11,3
ihi3ploperedouze,4.0,8.853986459659515e-25,4
zq13231169,2.9999999999994476,1.8412361750281409e-13,3
xagalgad1,2.9999999999996345,1.2173821792218348e-13,3
1dagpy1,1.9999999999948403,2.5798712124935896e-12,2
emegrome65,2.9999999999993805,2.0646222090910799e-13,3
27304758489,3.9999999999999,2.499439728537861e-14,4
C0man32x1010,4.0,3.791484908032759e-18,4
pcys,0.9999999985531166,1.4468833908765077e-09,1
25ax5w0s,1.9999999999999671,1.6434929453598354e-14,2
940320,0.9999997624617549,2.3753824507366517e-07,1
1977081221,1.9999999967157203,1.6421398685295685e-09,2
sko14128713,2.999999999999998,8.151936140417216e-16,3
27657,0.999999955402842,4.459715796656383e-08,1
123456079997369,3.9999999999999623,9.457329532133393e-15,4
dangcruong,2.9999999999591296,1.362339407950941e-11,3
iltharion3,2.9999999999992264,2.5773906121330514e-13,3
Li77i0j0y,3.0,2.6147731305860084e-18,3
cph820123,1.9999999996470175,1.7649127992402924e-10,2
predson96,2.999999999596473,1.3450905667067303e-10,3
952049,0.9999999809627589,1.9037241116848236e-08,1
assstrught08,3.9999999999999933,1.6979785514502051e-15,4
805815,0.9999999406268927,5.937310731951584e-08,1
d6untij,1.9999999999996307,1.8464042957338361e-13,2
mich18,0.9999999326768716,6.732312840540544e-08,1
nanutgel95,2.9999999999997784,7.37779452873559e-14,3
41244988,1.999999998946391,5.26804488920618e-10,2
lsk19900104,1.9999999999904663,4.7668210524653976e-12,2
leoop,0.9999999908263968,9.173603210399506e-09,1
66642,0.9999999332794403,6.672055974377145e-08,1
881205,0.9999996834854983,3.165145017192117e-07,1
jt566816,1.9999999999729676,1.3516201179120113e-11,2
tuxoring,1.9999999999070108,4.649453044791585e-11,2
napplackin,2.9999999999889133,3.695587672686296e-12,3
467917,0.9999999665017931,3.3498206875037795e-08,1
4msqz8FF85,3.0,5.47938137934021e-20,3
gruffecowe,2.999999999999563,1.4570919611937155e-13,3
sofrowng,1.9999999999560525,2.197375267853907e-11,2
xjulu37b,1.999999999999979,1.054613363462133e-14,2
mennlykren,2.9999999999999885,3.839750698251881e-15,3
7285370822,2.9999999999987175,4.275947272040087e-13,3
ciki123,1.9999999346920987,3.265395065454868e-08,2
vbh50122,1.9999999999963793,1.8103702131150312e-12,2
loverfallainder,3.9999999999999822,4.482432711816345e-15,4
aaszdon77,2.9999999999995266,1.5775529211940753e-13,3
DENBERTUMY6100000,4.0,1.0271863850066934e-25,4
962828,0.9999999648411837,3.5158816302782725e-08,1
papan929,1.9999999997035325,1.482337586011795e-10,2
elentram,1.9999999970937987,1.4531006398144086e-09,2
guo7477,1.9999999989481585,5.259207513930164e-10,2
99308,0.9999999355094715,6.449052847301573e-08,1
51010,0.9999996341067572,3.658932428152184e-07,1
dik2116,1.99999999995383,2.308498357750377e-11,2
satter,0.9999998140100956,1.8598990436657914e-07,1
d2091973,0.9999999970685889,2.9314111138489807e-09,1
65637518,1.9999999991098305,4.450847745918196e-10,2
xiexiaoyujie,3.99999999843302,3.9174494204097243e-10,4
motnaje,1.999999999784197,1.0790147941808215e-10,2
52445,0.999999908164888,9.183511195942629e-08,1
aartus3,1.999999999847134,7.643296412451761e-11,2
frz075,0.9999999999535203,4.647968468440844e-11,1
11285128,1.9999999943004725,2.849763758305812e-09,2
foolones403,2.999999999999982,6.102030857734137e-15,3
pereila87,2.999999999979055,6.981796217553349e-12,3
fainaevidestrgee1,4.0,1.7498862656639176e-25,4
lujaer,0.9999999995903901,4.0960992930827445e-10,1
oae438,0.9999999999898644,1.0135539109390468e-11,1
2194844,0.9999999982572506,1.7427493892441248e-09,1
8gp5cu5b,1.9999999999999845,7.814255021049502e-15,2
9060078491469762,4.0,5.802678863304808e-21,4
3216114191989,2.9999999999999902,3.2879678136637754e-15,3
guna852,1.9999999998682025,6.58987725499216e-11,2
Cimonnin,1.9999999999907718,4.614066507341308e-12,2
41150,0.999999835619434,1.6438056604783924e-07,1
a058479543,2.999999999999566,1.446486702118277e-13,3
rejynhdp,1.9999999999999618,1.904408061640956e-14,2
13583660419,2.999999999972168,9.277293343268322e-12,3
310099abcdy,2.9999999999998215,5.949095925085468e-14,3
210275,0.9999996779264961,3.220735038667044e-07,1
munitigell,2.9999999999982894,5.702134185832375e-13,3
8567,0.9999997327980452,2.672019547844684e-07,1
chygj3668,2.9999999999999343,2.1850195738577598e-14,3
mpping,0.9999999956058647,4.394135277863143e-09,1
vollade,1.9999999871479677,6.426016163629811e-09,2
tomayishinim,3.9999999999999885,2.901796387406357e-15,4
199061219,1.9999999971511113,1.4244443402589013e-09,2
zsc19900322,1.9999999999559128,2.2043545808148046e-11,2
ontefrorn,2.999999999998952,3.4931907084805036e-13,3
06gogeshistro,4.0,4.916855032424415e-18,4
nowripol,1.9999999999421731,2.891341333022268e-11,2
583200,0.9999998363265519,1.636734481280655e-07,1
ammo123,0.9999999678340856,3.2165914376491855e-08,1
778576689,2.9999999997940625,6.864581819643334e-11,3
cakemolam,2.9999999999632836,1.2238850558010661e-11,3
liupianwei,2.999999994167582,1.9441392939967272e-09,3
angeblo123364,4.0,2.666920953866097e-17,4
8751344,1.9999999929009862,3.5495069106161736e-09,2
ff19892292,2.9999999999908162,3.061327883899234e-12,3
SURIT3567884,4.0,1.7640584024252345e-18,4
720817,0.9999997687324367,2.3126756332203513e-07,1
wsslbadmin,2.9999999999978786,7.071115611448353e-13,3
Badagr08,1.999999999999743,1.284883115702795e-13,2
44142250926,2.999999999999769,7.693821843729812e-14,3
yangshuazong,3.99999999988776,2.806000744259851e-11,4
03566173608,3.9999999999986833,3.291277569494183e-13,4
apali2,0.9999999987736198,1.226380219598866e-09,1
064185,0.9999999763700274,2.3629972645267117e-08,1
optoune1,1.9999999998506113,7.4694327112379e-11,2
wwccagcaompsz,4.0,2.683612155737173e-22,4
hesrictdies,3.9999999999999853,3.671672679978789e-15,4
08smertan217,3.9999999999999996,1.6578439863571486e-16,4
sky88732603,2.999999999999913,2.9128687173895704e-14,3
3660984,1.9999999950391625,2.4804187592764038e-09,2
tigua26,1.999999998389419,8.052905009492406e-10,2
sindahintad,3.999999999999945,1.3746172440338295e-14,4
bibimny,0.9999999999835835,1.6416503573202235e-11,1
gallim,0.9999999658662801,3.413371985061531e-08,1
19920112,0.9999993291593796,6.708406203870254e-07,1
mlrflph,1.9999999999968987,1.550697721272587e-12,2
P9p4vkqf,1.9999999999999993,3.3961489558629633e-16,2
fareng14,1.999999998578916,7.105419586039829e-10,2
264321,0.9999998368589615,1.6314103845616046e-07,1
880525zyz,1.999999999677836,1.6108200884268342e-10,2
connylei,1.999999997992608,1.0036960151893481e-09,2
13afukaird,2.999999999999999,3.472879552972362e-16,3
vuwin04,1.9999999999664289,1.678556252326935e-11,2
omotlivistent333,4.0,7.446614199764875e-22,4
heylig83,1.9999999999967224,1.6388246011980745e-12,2
fkh263c3,1.9999999999998979,5.1019426991526576e-14,2
mlsl322,1.99999999988224,5.888005361054383e-11,2
henucheng1518288,4.0,1.1683305766852101e-17,4
07jerszyki,2.999999999999966,1.1446811719524087e-14,3
isem293405,2.999999999999997,1.0254374618247244e-15,3
happyb,0.9999996984973905,3.015026095454232e-07,1
8j6399a4e9,3.0,1.0708612381301267e-17,3
LALCOOY2220,3.999999999999999,2.3376799090128405e-16,4
CACUSADY8,2.9999999999999982,5.567461800216607e-16,3
freidubetth23,4.0,7.298136789577783e-18,4
ak2xww34,1.9999999999999105,4.478325872571583e-14,2
612371520,1.9999999997892088,1.0539560890698851e-10,2
hundu1314,2.999999996103777,1.298741003630255e-09,3
epea10,0.9999999993948708,6.051291689956884e-10,1
8869719266,2.999999999996783,1.072237134150389e-12,3
butroni02777,2.9999999999999996,1.180564611032094e-16,3
Dostyrek,1.9999999999989966,5.016718377520712e-13,2
52110,0.9999974439558628,2.556044137236313e-06,1
Tuhuma5445,2.9999999999999973,8.974148904734598e-16,3
graing8,0.9999999986336757,1.3663242759420768e-09,1
49151697,1.9999999997089055,1.455471992928281e-10,2
srylgan,1.999999999979761,1.0119413987319525e-11,2
melynodbell,2.9999999999998592,4.697074164079079e-14,3
2h0nt,0.9999999999438229,5.617705259308714e-11,1
8999574444140,4.0,3.3330997937362934e-17,4
753230,0.9999999490814027,5.0918597338522886e-08,1
5260103,0.9999999950126037,4.9873962737478905e-09,1
45684445,1.999999998018904,9.905479769756198e-10,2
pq707097,1.9999999999967992,1.600413486631258e-12,2
37345610493054,4.0,1.512885423013814e-18,4
Stwaby9284,2.9999999999999996,1.6194418948088028e-16,3
16024816,1.9999999986687254,6.656372675273303e-10,2
slivemon9993,3.999999999999732,6.690022749103117e-14,4
99663801925,2.999999999999904,3.1996703463849085e-14,3
1bahvajan,2.9999999999998157,6.13819298124138e-14,3
zbbt2009,1.9999999998257123,8.714387544905833e-11,2
45terappermi,3.9999999999999996,1.5040782573240332e-16,4
lollat,0.9999999330571541,6.694284593322664e-08,1
rurriblo,1.9999999999802454,9.877266539393137e-12,2
38033160,1.999999999317473,3.4126343417817395e-10,2
2554464,1.9999999909595907,4.520204655023008e-09,2
78er154a,1.999999999999883,5.852513162681386e-14,2
lz19812263,2.9999999999729403,9.019880328753338e-12,3
mxs465015,2.9999999999991918,2.694073805188657e-13,3
ixvsxh9k,1.99999999999999,5.025673480889628e-15,2
230133389,1.9999999999097826,4.5108670271298834e-11,2
12sovoppie,2.9999999999999765,7.864651787345238e-15,3
300733,0.9999999038301866,9.616981344606756e-08,1
090503,0.9999994246022652,5.753977347922046e-07,1
853331696,2.9999999999520424,1.5985832449438853e-11,3
tostory,0.999999995235608,4.764391992040373e-09,1
52131495266,2.99999999999695,1.0166375120218563e-12,3
armr46,0.9999999999849589,1.5041056941611508e-11,1
791880,0.9999999612110742,3.8788925849075895e-08,1
13022906828,2.9999999999676468,1.0784369924854431e-11,3
25lalypoo,2.9999999999996945,1.018873367294483e-13,3
flowerswoatz,1.9999999999982276,8.861500942758394e-13,2
CHERXHHEUNIZIABE,4.0,6.823095416389003e-24,4
golacime77234,4.0,5.536500165190951e-18,4
neximer818,2.9999999999992575,2.4757626504445795e-13,3
910318cyamira,4.0,6.958303696980785e-18,4
200198311011,2.999999999955624,1.47920616727637e-11,3
tx9c8c8z,1.9999999999999822,8.923509039982999e-15,2
bigstuepass,2.999999999998238,5.87375037931076e-13,3
BANAAIHANAN,2.9999999999999956,1.5702292541035483e-15,3
khisup35,1.9999999999972464,1.3767548299320476e-12,2
lz820226,1.9999999990457131,4.771434913841688e-10,2
staoainin2009,2.9999999999999543,1.5160127927321687e-14,3
15trupas,1.9999999999621485,1.8925716896434075e-11,2
peeefth,1.9999999999978366,1.0816596099708087e-12,2
klammer363,2.9999999999937135,2.0953956885588765e-12,3
pobis2,0.999999998941694,1.0583059983915177e-09,1
472305,0.9999999782010729,2.179892710785225e-08,1
0154266162,2.9999999999591234,1.3625507840064888e-11,3
yangwangyang,2.999999947980827,1.7339724323051087e-08,3
Stet53kr,1.9999999999999885,5.779126651647747e-15,2
725100,0.9999998300865798,1.6991342022265599e-07,1
230680,0.999999788207262,2.1179273801408272e-07,1
123456pwersq289,4.0,3.5805482270035715e-17,4
073136480370,2.99999999999996,1.3276745086904067e-14,3
leinxu509,2.9999999999992912,2.362719124082008e-13,3
52112753,1.9999999982010017,8.99499141837623e-10,2
carian3k,1.9999999999672684,1.6365762911529913e-11,2
w20288,0.9999999977799554,2.2200445926046086e-09,1
oxone623,1.9999999999990399,4.800898719369007e-13,2
magjin123456,2.9999999996159463,1.2801791571259713e-10,3
pogilla,1.9999999931140562,3.442971907574588e-09,2
2eMSkuja,1.9999999999999996,2.2870413677502223e-16,2
mellis,0.9999997008786181,2.991213818859251e-07,1
895109,0.9999999722524127,2.774758733892213e-08,1
xuwanwei88,2.9999999996597446,1.1341846212209461e-10,3
mostemer072,2.9999999999994253,1.916364067216722e-13,3
77072847779,2.99999999999964,1.2000612363647495e-13,3
huidi20,1.9999999996044848,1.9775762971629973e-10,2
lslzhsd,1.99999999999479,2.6050181976822184e-12,2
19792240923,2.9999999999840297,5.323536316631516e-12,3
eldandwishoull,3.9999999999999996,1.0922946458542332e-16,4
heyiwei1982,2.999999999728636,9.045462295853568e-11,3
cdl200,0.9999999988975439,1.1024561263894839e-09,1
kelviz3a,1.9999999999994185,2.907354261852402e-13,2
7402108,0.9999999939797957,6.020204335044355e-09,1
password06,0.9999987692874583,1.230712541655521e-06,1
27748825,1.9999999994592428,2.7037863614687296e-10,2
8l8XuUdtyns,4.0,3.6934191481130945e-24,4
4422,0.999999225990905,7.740090950392187e-07,1
95ballien,1.9999999997554083,1.2229581236589127e-10,2
13916670999,2.999999999973029,8.990273803188842e-12,3
cergian053,2.999999999999777,7.44241162296301e-14,3
arkri22,1.9999999998107725,9.461380984232548e-11,2
2081980,0.9999999786463807,2.135361931721036e-08,1
d3yoscas,1.999999999999633,1.8353641360619594e-13,2
35819,0.9999996857493727,3.142506272979517e-07,1
2001pbhhutd,3.0,3.428107360070358e-19,3
notwolitan,2.999999999999436,1.8794917065832056e-13,3
azek28,0.9999999983204126,1.6795873580832676e-09,1
07533145318,2.9999999999984412,5.195723950905673e-13,3
468308130,2.999999999946142,1.795262549730836e-11,3
simice355,2.999999999984897,5.034275513821074e-12,3
Aing196309,2.999999999999767,7.772057194870008e-14,3
rrpmjx1,1.9999999999996778,1.6112755389912498e-13,2
athass,0.9999999656170964,3.4382903635332696e-08,1
adamanca,1.9999999860936946,6.953152720257094e-09,2
rasiepoc,1.9999999999973728,1.313620111124958e-12,2
barryscoolt,2.99999999999212,2.6267156852388673e-12,3
duawen123,2.999999997160919,9.463603234394213e-10,3
letta198901126,3.999999999999984,4.0265256982861906e-15,4
shaju,0.9999999827968491,1.7203150903810638e-08,1
allytsitch27,3.999999999999999,2.44742732101062e-16,4
uzqrau,0.9999999999942918,5.7081986706841725e-12,1
a89d92298,2.999999999999794,6.85872799527365e-14,3
190252,0.9999999906977051,9.302294934343536e-09,1
xamuhang,1.9999999999238938,3.805306764137484e-11,2
ayeparastma,3.9999999999999982,3.9144267110685963e-16,4
whals42280,2.9999999999999716,9.446115662944694e-15,3
mixiaowei,2.9999996194018763,1.2686604122791323e-07,3
hojefay1,1.9999999999771143,1.1442833659780494e-11,2
200820congen,3.9999999999997358,6.609125004003111e-14,4
luocn,0.9999999997994655,2.0053451954549217e-10,1
Leus_tim,1.9999999999999127,4.366358958966289e-14,2
dyfrand,1.999999999192695,4.03652389291409e-10,2
670282926,2.999999999960627,1.3124249950702271e-11,3
katie,0.0,1.7034038535257423e-07,0
zx0101265678,2.9999999999999685,1.059192677684874e-14,3
0925531030,2.999999999948512,1.7162675794435422e-11,3
57371980,0.9999999988724859,1.1275140820998786e-09,1
nunicole,0.9999999995609102,4.3908973679229746e-10,1
ih4geechiool,4.0,6.003605800075984e-20,4
a29067477,2.9999999999936233,2.1254775283557903e-12,3
cbill78,1.9999999998951052,5.2447341608585774e-11,2
730027070760,2.99999999999995,1.6788933321376133e-14,3
fyuh1983,1.9999999999288638,3.556808667037892e-11,2
nbthuitt75,2.999999999999998,7.233143620662716e-16,3
75437,0.9999999463347393,5.366526067973609e-08,1
walcorup58,2.99999999999997,1.011376058449769e-14,3
runguy,0.9999999993929483,6.07051797718583e-10,1
Jadezuan8859,4.0,6.250142070262526e-19,4
cavolapacld1,4.0,1.232702516416638e-17,4
anbleaaravilanc2,4.0,4.249488304608653e-23,4
032991,0.9999999274034366,7.259656342739618e-08,1
hjrmx4m,1.999999999999764,1.179866751174763e-13,2
osen98,0.999999998043346,1.956653949974907e-09,1
Ladmill45,2.9999999999965103,1.1632797589783417e-12,3
2070243,0.9999999975257607,2.47423925792134e-09,1
Diqvtms,1.9999999999999973,1.3405817873230808e-15,2
jameloh416,2.999999999998959,3.4703454845040616e-13,3
smax4gan,1.9999999999936675,3.1662504649393464e-12,2
1994189901114,2.9999999999999813,6.230099274743672e-15,3
faijuahui,2.999999999504362,1.6521267687252816e-10,3
5277932,1.9999999930414205,3.479289745200731e-09,2
64510032,1.9999999994826991,2.586504344037621e-10,2
hyjygo8292,2.999999999999999,1.8943291001345469e-16,3
lovefa818,1.999999999855388,7.230600146401756e-11,2
guenqing749,3.9999999999986664,3.333528115004314e-13,4
1997991226,0.9999999999661168,3.388322955544254e-11,1
ch061980,1.9999999934591317,3.2704341457190367e-09,2
1132161,0.9999999972211371,2.7788629175518054e-09,1
wangzhixuan123qi,3.9999999999981775,4.556627969908023e-13,4
2518623zyc,2.999999999999685,1.0492391596403708e-13,3
wanlo010,1.9999999999398872,3.005634977015781e-11,2
yenxifenhuqin567,4.0,8.528896444851172e-20,4
b37589352,2.9999999999990603,3.133036365066122e-13,3
natha87,0.9999999944198597,5.580140349792373e-09,1
e30hNDev,1.9999999999999996,2.170511471776202e-16,2
sveckribe,2.999999999998732,4.2264263378118117e-13,3
cordom,0.9999999816049012,1.8395098777546082e-08,1
atobarki1,1.9999999999983975,8.011937467633512e-13,2
asd2004,0.9999997833645011,2.1663549887307454e-07,1
d519837583,2.9999999999996447,1.1832257450303946e-13,3
1112481,0.9999999918264164,8.173583587733901e-09,1
waigruy080666,4.0,8.454811435004538e-20,4
saradeec,1.9999999999656792,1.7160406776128845e-11,2
CG123zxcv,2.9999999999999303,2.318657147792197e-14,3
xieyi5207,2.999999999495753,1.6808232583542804e-10,3
243662588,2.999999999910334,2.988876160459064e-11,3
efcdiepashinis,4.0,3.468367015965138e-19,4
thedeat427345,4.0,1.467757881592463e-17,4
27965899,1.9999999984019885,7.990058059625937e-10,2
86632256,1.9999999980341232,9.829383973425365e-10,2
riddight,1.9999999843277614,7.836119308990419e-09,2
dawahm7,1.999999999978721,1.0639453727756543e-11,2
32595256,1.9999999985473091,7.263454282480097e-10,2
Tarros336,2.999999999996711,1.0963603072275396e-12,3
Tennoffeshe1390,4.0,2.3924345331860184e-21,4
3pzbme76,1.9999999999999893,5.285169224061035e-15,2
081982sot,1.9999999999987712,6.143795324917156e-13,2
324163,0.9999999428400024,5.715999762401225e-08,1
kingdash88,2.9999999999423728,1.9209031934530607e-11,3
grgdishrf,2.999999999999997,9.59826183851288e-16,3
77jiinliu1314,3.9999999999999964,8.383557829239497e-16,4
gemeni80510,2.9999999999998703,4.3190833396745953e-14,3
875129yyj,2.999999999994518,1.827335158188781e-12,3
